SubjectID,Device,ActivityID,TrialNo,Fall,Mean Acc X,Std Acc X,Rng Acc X,Mean Acc Y,Std Acc Y,Rng Acc Y,Mean Acc Z,Std Acc Z,Rng Acc Z,Mean Gyr X,Std Gyr X,Rng Gyr X,Mean Gyr Y,Std Gyr Y,Rng Gyr Y,Mean Gyr Z,Std Gyr Z,Rng Gyr Z,Mean Mag X,Std Mag X,Rng Mag X,Mean Mag Y,Std Mag Y,Rng Mag Y,Mean Mag Z,Std Mag Z,Rng Mag Z,Mean Bar X,Std Bar X,Rng Bar X,Mean Bar Y,Std Bar Y,Rng Bar Y
1,Neck,13,1,No Fall,0.9656503504201668,0.05604832389672855,0.46652799999999994,0.9656503504201668,0.05604832389672855,0.46652799999999994,0.9656503504201668,0.05604832389672855,0.46652799999999994,5.075955882352948,10.87961458613841,124.46000000000001,5.075955882352948,10.87961458613841,124.46000000000001,5.075955882352948,10.87961458613841,124.46000000000001,0.2463156499999998,0.1258287405525688,0.49391999999999997,0.2463156499999998,0.1258287405525688,0.49391999999999997,0.2463156499999998,0.1258287405525688,0.49391999999999997,12.159584430620367,0.0004702137729610007,0.0028221659552638556,0.28545510844802857,0.0005058622491712997,0.001762751483917191
1,Neck,13,2,No Fall,0.966358360504199,0.032714839241953717,0.320616,0.966358360504199,0.032714839241953717,0.320616,0.966358360504199,0.032714839241953717,0.320616,5.2630882352941155,13.146693998953143,159.60000000000002,5.2630882352941155,13.146693998953143,159.60000000000002,5.2630882352941155,13.146693998953143,159.60000000000002,0.29855455000000036,0.04090229283636852,0.22749999999999998,0.29855455000000036,0.04090229283636852,0.22749999999999998,0.29855455000000036,0.04090229283636852,0.22749999999999998,12.158869825236222,0.0005301067529307598,0.0031887680309878874,0.29007786169137956,0.00043335527078438804,0.0014868425559997345
1,Neck,13,3,No Fall,0.9724285781512602,0.06198623632192569,0.609756,0.9724285781512602,0.06198623632192569,0.609756,0.9724285781512602,0.06198623632192569,0.609756,5.410014705882352,12.6474177278862,184.38000000000002,5.410014705882352,12.6474177278862,184.38000000000002,5.410014705882352,12.6474177278862,184.38000000000002,0.0652708875,0.1136317492175109,0.34621999999999997,0.0652708875,0.1136317492175109,0.34621999999999997,0.0652708875,0.1136317492175109,0.34621999999999997,12.157660453904812,0.0011028775532818847,0.005182567231198476,0.2945401440433502,0.0003912874961806856,0.0013125842857360515
1,Neck,13,4,No Fall,0.9671803739495795,0.040854925573111246,0.43602799999999997,0.9671803739495795,0.040854925573111246,0.43602799999999997,0.9671803739495795,0.040854925573111246,0.43602799999999997,5.488117647058814,13.480346672228846,176.40000000000003,5.488117647058814,13.480346672228846,176.40000000000003,5.488117647058814,13.480346672228846,176.40000000000003,-0.004765775000000001,0.04395528005601117,0.27412,-0.004765775000000001,0.04395528005601117,0.27412,-0.004765775000000001,0.04395528005601117,0.27412,12.157787957620393,0.000535052532898623,0.003057808131767814,0.2973698805295946,0.00036323992185825847,0.0012980627632140918
1,Neck,13,5,No Fall,0.9592532957983235,0.05802380530476112,0.5455839999999998,0.9592532957983235,0.05802380530476112,0.5455839999999998,0.9592532957983235,0.05802380530476112,0.5455839999999998,4.716529411764722,13.49759331715482,110.46000000000001,4.716529411764722,13.49759331715482,110.46000000000001,4.716529411764722,13.49759331715482,110.46000000000001,0.1976257499999996,0.11378735457081844,0.50876,0.1976257499999996,0.11378735457081844,0.50876,0.1976257499999996,0.11378735457081844,0.50876,12.15903219694861,0.0007389255959816136,0.004025961885840701,0.3067961113978387,0.0005331847400647221,0.0018176105690002609
1,Neck,13,6,No Fall,0.9544681277310916,0.03992813013329903,0.6012160000000001,0.9544681277310916,0.03992813013329903,0.6012160000000001,0.9544681277310916,0.03992813013329903,0.6012160000000001,5.467588235294122,15.491530502738522,177.24,5.467588235294122,15.491530502738522,177.24,5.467588235294122,15.491530502738522,177.24,0.26603071249999993,0.04812286196959744,0.26264,0.26603071249999993,0.04812286196959744,0.26264,0.26603071249999993,0.04812286196959744,0.26264,12.158346387745551,0.0004728468258516859,0.002825391622032214,0.31043172784395223,0.00035316173064665516,0.0012238416481017977
1,Neck,13,7,No Fall,0.9586852781512659,0.054690571097488996,0.5106920000000001,0.9586852781512659,0.054690571097488996,0.5106920000000001,0.9586852781512659,0.054690571097488996,0.5106920000000001,5.128294117647063,12.035496710879281,144.2,5.128294117647063,12.035496710879281,144.2,5.128294117647063,12.035496710879281,144.2,0.023384462500000158,0.11105985477626668,0.35475999999999996,0.023384462500000158,0.11105985477626668,0.35475999999999996,0.023384462500000158,0.11105985477626668,0.35475999999999996,12.158534312436933,0.0009421215273269581,0.0057083679729732495,0.31366170976095187,0.0002802581666578784,0.0009398652076720859
1,Neck,13,8,No Fall,0.9483459831932799,0.026640058023830706,0.462136,0.9483459831932799,0.026640058023830706,0.462136,0.9483459831932799,0.026640058023830706,0.462136,5.323441176470594,14.602928936432239,226.8,5.323441176470594,14.602928936432239,226.8,5.323441176470594,14.602928936432239,226.8,-0.06536661249999991,0.04430547577912759,0.27552,-0.06536661249999991,0.04430547577912759,0.27552,-0.06536661249999991,0.04430547577912759,0.27552,12.15866452673165,0.00047298719109334293,0.0030287441434087015,0.31565257016115195,0.00024405953740798338,0.0008833926200866871
1,Neck,13,9,No Fall,0.9418896201680625,0.06848239764737958,0.646356,0.9418896201680625,0.06848239764737958,0.646356,0.9418896201680625,0.06848239764737958,0.646356,5.228000000000019,13.948937414840996,160.51000000000002,5.228000000000019,13.948937414840996,160.51000000000002,5.228000000000019,13.948937414840996,160.51000000000002,0.17645468749999974,0.10528215513155892,0.50106,0.17645468749999974,0.10528215513155892,0.50106,0.17645468749999974,0.10528215513155892,0.50106,12.15906719116108,0.00070558693440422,0.003385560132985077,0.3229742774454117,0.000273540394464464,0.0009043681526185732
1,Neck,13,10,No Fall,0.945786136134455,0.02858895763262117,0.297192,0.945786136134455,0.02858895763262117,0.297192,0.945786136134455,0.02858895763262117,0.297192,5.198573529411763,13.601978492650767,147.35000000000002,5.198573529411763,13.601978492650767,147.35000000000002,5.198573529411763,13.601978492650767,147.35000000000002,0.2666874874999993,0.04371669530159398,0.2562,0.2666874874999993,0.04371669530159398,0.2562,0.2666874874999993,0.04371669530159398,0.2562,12.158360430445764,0.0006065627012475797,0.002851701117538852,0.324742873842144,0.00023243282372752684,0.0008583833312987843
